BusinessEntityID,Año,Trimestre,Mes,Día,PhoneNumber,PhoneNumberTypeID
11160,2013,Trim. 3,agosto,16,1 (11) 500 555-0137,1
11161,2014,Trim. 1,marzo,1,461-555-0150,1
11162,2014,Trim. 1,febrero,5,209-555-0173,1
11163,2014,Trim. 2,mayo,16,1 (11) 500 555-0142,2
11164,2013,Trim. 1,enero,18,1 (11) 500 555-0129,1
11165,2012,Trim. 2,mayo,2,1 (11) 500 555-0168,1
11166,2012,Trim. 3,agosto,28,575-555-0199,1
11167,2014,Trim. 2,mayo,17,1 (11) 500 555-0155,2
11168,2014,Trim. 1,enero,17,1 (11) 500 555-0116,1
11169,2014,Trim. 1,marzo,22,1 (11) 500 555-0110,1
11170,2014,Trim. 2,abril,14,604-555-0190,1
11171,2012,Trim. 3,julio,25,1 (11) 500 555-0143,2
11172,2014,Trim. 1,febrero,22,953-555-0123,1
11173,2014,Trim. 1,marzo,27,1 (11) 500 555-0124,1
11174,2013,Trim. 2,mayo,20,1 (11) 500 555-0110,1
11175,2013,Trim. 2,abril,22,1 (11) 500 555-0158,2
11176,2012,Trim. 1,marzo,14,339-555-0137,1
11177,2014,Trim. 2,junio,26,1 (11) 500 555-0162,2
11178,2013,Trim. 4,diciembre,30,1 (11) 500 555-0132,2
11179,2014,Trim. 1,marzo,26,1 (11) 500 555-0169,1
11180,2013,Trim. 3,julio,29,636-555-0114,2
11181,2012,Trim. 1,marzo,28,1 (11) 500 555-0156,2
11182,2011,Trim. 4,octubre,15,822-555-0116,2
11183,2012,Trim. 2,mayo,10,650-555-0176,2
11184,2013,Trim. 4,noviembre,11,1 (11) 500 555-0118,2
11185,2014,Trim. 2,mayo,10,296-555-0186,1
11186,2011,Trim. 4,octubre,10,1 (11) 500 555-0132,1
11187,2012,Trim. 2,junio,11,667-555-0172,1
11188,2013,Trim. 1,marzo,16,1 (11) 500 555-0134,1
11189,2014,Trim. 2,abril,23,1 (11) 500 555-0180,1
11190,2012,Trim. 1,febrero,17,1 (11) 500 555-0125,2
11191,2012,Trim. 2,junio,28,555-555-0159,1
11192,2013,Trim. 4,noviembre,17,1 (11) 500 555-0111,1
11193,2012,Trim. 2,junio,7,522-555-0180,1
11194,2013,Trim. 3,agosto,8,1 (11) 500 555-0117,1
11195,2013,Trim. 3,septiembre,30,728-555-0198,2
11196,2014,Trim. 1,marzo,16,148-555-0165,1
11197,2013,Trim. 3,julio,2,1 (11) 500 555-0164,1
11198,2012,Trim. 1,marzo,16,162-555-0126,2
11199,2012,Trim. 3,septiembre,21,1 (11) 500 555-0137,1
11200,2013,Trim. 4,diciembre,11,840-555-0196,1
11201,2013,Trim. 3,agosto,24,507-555-0173,1
11202,2014,Trim. 2,abril,4,1 (11) 500 555-0143,1
11203,2011,Trim. 4,noviembre,24,765-555-0150,2
11204,2013,Trim. 4,diciembre,20,1 (11) 500 555-0167,1
11205,2013,Trim. 4,diciembre,14,417-555-0179,2
11206,2014,Trim. 2,mayo,28,397-555-0119,2
11207,2013,Trim. 3,agosto,27,375-555-0112,2
11208,2011,Trim. 3,agosto,18,941-555-0186,2
11209,2013,Trim. 4,diciembre,7,543-555-0167,1
11210,2013,Trim. 3,julio,23,387-555-0117,1
11211,2011,Trim. 2,mayo,31,175-555-0159,2
11212,2013,Trim. 2,junio,5,1 (11) 500 555-0197,1
11213,2013,Trim. 4,octubre,18,1 (11) 500 555-0199,2
11214,2014,Trim. 2,mayo,9,1 (11) 500 555-0142,2
11215,2011,Trim. 4,noviembre,7,150-555-0166,1
11216,2012,Trim. 4,noviembre,6,1 (11) 500 555-0125,2
11217,2013,Trim. 1,marzo,30,1 (11) 500 555-0115,1
11218,2012,Trim. 2,mayo,26,504-555-0163,1
11219,2014,Trim. 2,junio,1,1 (11) 500 555-0183,2
11220,2012,Trim. 1,enero,1,1 (11) 500 555-0117,1
11221,2013,Trim. 4,diciembre,29,1 (11) 500 555-0166,1
11222,2013,Trim. 3,julio,21,1 (11) 500 555-0128,1
11223,2012,Trim. 4,noviembre,15,207-555-0183,2
11224,2014,Trim. 1,febrero,5,666-555-0185,1
11225,2014,Trim. 2,abril,9,139-555-0156,1
11226,2014,Trim. 2,abril,18,1 (11) 500 555-0125,2
11227,2012,Trim. 4,noviembre,3,640-555-0116,2
11228,2012,Trim. 2,mayo,1,1 (11) 500 555-0134,2
11229,2012,Trim. 3,julio,21,1 (11) 500 555-0188,1
11230,2013,Trim. 3,julio,7,363-555-0165,1
11231,2013,Trim. 4,noviembre,29,1 (11) 500 555-0160,2
11232,2014,Trim. 1,marzo,25,713-555-0136,1
11233,2013,Trim. 3,julio,27,893-555-0187,2
11234,2014,Trim. 1,marzo,30,410-555-0158,1
11235,2014,Trim. 1,febrero,6,145-555-0136,2
11236,2013,Trim. 4,diciembre,31,501-555-0117,1
11237,2014,Trim. 1,enero,7,672-555-0130,2
11238,2012,Trim. 3,septiembre,30,1 (11) 500 555-0112,2
11239,2012,Trim. 3,julio,1,901-555-0148,2
11240,2014,Trim. 1,febrero,17,130-555-0131,1
11241,2014,Trim. 1,marzo,19,283-555-0130,1
11242,2013,Trim. 3,septiembre,14,930-555-0177,1
11243,2011,Trim. 3,septiembre,15,638-555-0163,1
11244,2013,Trim. 3,septiembre,21,321-555-0140,2
11245,2013,Trim. 4,noviembre,26,1 (11) 500 555-0182,1
11246,2014,Trim. 2,junio,1,522-555-0110,2
11247,2012,Trim. 2,mayo,18,154-555-0142,2
11248,2012,Trim. 3,septiembre,19,1 (11) 500 555-0181,2
11249,2013,Trim. 3,septiembre,5,1 (11) 500 555-0146,2
11250,2014,Trim. 1,enero,6,411-555-0167,1
11251,2013,Trim. 1,febrero,16,1 (11) 500 555-0177,1
11252,2013,Trim. 4,octubre,4,1 (11) 500 555-0112,1
11253,2014,Trim. 1,marzo,3,183-555-0196,2
11254,2014,Trim. 1,febrero,4,1 (11) 500 555-0118,2
11255,2014,Trim. 2,mayo,3,1 (11) 500 555-0141,2
11256,2013,Trim. 3,julio,16,119-555-0148,2
11257,2013,Trim. 4,diciembre,4,244-555-0121,1
11258,2013,Trim. 3,julio,23,1 (11) 500 555-0120,2
11259,2011,Trim. 4,octubre,28,117-555-0198,2
11260,2011,Trim. 4,diciembre,29,1 (11) 500 555-0142,1
11261,2014,Trim. 1,marzo,30,415-555-0124,1
11262,2012,Trim. 4,octubre,25,546-555-0128,2
11263,2011,Trim. 4,octubre,28,1 (11) 500 555-0115,2
11264,2013,Trim. 4,diciembre,25,1 (11) 500 555-0130,1
11265,2013,Trim. 4,octubre,17,932-555-0165,2
11266,2013,Trim. 4,noviembre,17,1 (11) 500 555-0164,2
11267,2012,Trim. 4,diciembre,17,1 (11) 500 555-0119,2
11268,2013,Trim. 4,octubre,15,784-555-0177,2
11269,2011,Trim. 2,junio,9,1 (11) 500 555-0184,2
11270,2014,Trim. 2,junio,5,401-555-0159,1
11271,2012,Trim. 3,septiembre,21,1 (11) 500 555-0126,2
11272,2014,Trim. 1,enero,17,393-555-0186,1
11273,2014,Trim. 1,marzo,29,913-555-0184,1
11274,2013,Trim. 3,julio,13,497-555-0114,1
11275,2014,Trim. 2,junio,6,1 (11) 500 555-0192,2
11276,2014,Trim. 1,enero,2,764-555-0123,2
11277,2013,Trim. 1,febrero,1,1 (11) 500 555-0162,1
11278,2013,Trim. 1,marzo,26,196-555-0112,1
11279,2014,Trim. 1,enero,11,651-555-0128,1
11280,2013,Trim. 2,mayo,18,612-555-0175,2
11281,2013,Trim. 4,noviembre,27,475-555-0132,1
11282,2014,Trim. 1,enero,30,1 (11) 500 555-0110,2
11283,2013,Trim. 4,octubre,29,442-555-0154,1
11284,2014,Trim. 2,mayo,9,557-555-0153,1
11285,2013,Trim. 3,septiembre,21,1 (11) 500 555-0112,1
11286,2013,Trim. 1,febrero,8,952-555-0151,2
11287,2013,Trim. 4,octubre,10,1 (11) 500 555-0156,2
11288,2013,Trim. 1,enero,18,1 (11) 500 555-0115,2
11289,2013,Trim. 4,diciembre,15,499-555-0110,1
11290,2014,Trim. 2,abril,2,1 (11) 500 555-0151,1
11291,2012,Trim. 4,noviembre,1,1 (11) 500 555-0184,1
11292,2013,Trim. 3,julio,6,846-555-0148,1
11293,2014,Trim. 2,abril,9,1 (11) 500 555-0149,1
11294,2013,Trim. 3,septiembre,29,267-555-0176,2
11295,2013,Trim. 4,noviembre,16,761-555-0113,1
11296,2012,Trim. 4,noviembre,14,1 (11) 500 555-0197,1
11297,2011,Trim. 4,octubre,2,249-555-0113,2
11298,2013,Trim. 3,septiembre,20,1 (11) 500 555-0148,2
11299,2013,Trim. 4,octubre,10,388-555-0168,1
11300,2013,Trim. 3,agosto,5,170-555-0132,1
11301,2012,Trim. 2,junio,29,1 (11) 500 555-0115,2
11302,2014,Trim. 2,junio,19,627-555-0172,2
11303,2014,Trim. 2,abril,12,1 (11) 500 555-0178,1
11304,2014,Trim. 1,enero,11,1 (11) 500 555-0155,2
11305,2014,Trim. 1,enero,29,1 (11) 500 555-0166,1
11306,2014,Trim. 1,enero,20,971-555-0134,2
11307,2014,Trim. 2,abril,7,600-555-0112,1
11308,2014,Trim. 1,febrero,17,1 (11) 500 555-0198,1
11309,2013,Trim. 3,julio,11,237-555-0198,1
11310,2014,Trim. 2,abril,11,1 (11) 500 555-0115,1
11311,2013,Trim. 3,septiembre,9,958-555-0194,1
11312,2012,Trim. 2,mayo,3,602-555-0171,1
11313,2012,Trim. 4,diciembre,14,574-555-0132,1
11314,2013,Trim. 3,julio,31,172-555-0161,1
11315,2012,Trim. 2,junio,12,708-555-0111,1
11316,2013,Trim. 3,agosto,19,1 (11) 500 555-0185,1
11317,2013,Trim. 3,julio,25,876-555-0124,2
11318,2013,Trim. 3,julio,17,1 (11) 500 555-0181,2
11319,2014,Trim. 1,febrero,17,1 (11) 500 555-0153,2
11320,2013,Trim. 3,julio,19,445-555-0177,1
11321,2014,Trim. 2,junio,8,824-555-0118,1
11322,2013,Trim. 4,octubre,14,1 (11) 500 555-0153,1
11323,2013,Trim. 3,julio,22,200-555-0165,1
11324,2013,Trim. 3,julio,28,1 (11) 500 555-0179,2
11325,2013,Trim. 3,septiembre,25,1 (11) 500 555-0185,1
11326,2013,Trim. 3,julio,1,135-555-0124,1
11327,2013,Trim. 4,noviembre,28,1 (11) 500 555-0120,1
11328,2013,Trim. 4,noviembre,6,158-555-0136,1
11329,2012,Trim. 3,julio,28,1 (11) 500 555-0119,1
11330,2013,Trim. 1,marzo,31,187-555-0156,1
11331,2013,Trim. 4,noviembre,26,1 (11) 500 555-0117,1
11332,2013,Trim. 3,agosto,26,1 (11) 500 555-0180,1
11333,2014,Trim. 1,febrero,15,514-555-0169,1
11334,2013,Trim. 3,julio,9,1 (11) 500 555-0170,2
11335,2014,Trim. 1,enero,24,552-555-0157,2
11336,2014,Trim. 2,junio,18,515-555-0111,1
11337,2012,Trim. 1,enero,30,1 (11) 500 555-0189,2
11338,2013,Trim. 4,noviembre,5,762-555-0116,1
11339,2014,Trim. 2,junio,28,462-555-0163,2
11340,2013,Trim. 4,diciembre,6,454-555-0161,2
11341,2013,Trim. 4,noviembre,22,148-555-0141,1
11342,2011,Trim. 4,noviembre,18,1 (11) 500 555-0137,1
11343,2013,Trim. 3,julio,25,173-555-0185,2
11344,2014,Trim. 1,marzo,8,903-555-0193,2
11345,2013,Trim. 1,marzo,16,230-555-0193,2
11346,2013,Trim. 3,julio,11,552-555-0111,2
11347,2013,Trim. 1,enero,13,919-555-0194,1
11348,2013,Trim. 3,julio,7,1 (11) 500 555-0176,2
11349,2013,Trim. 3,agosto,25,424-555-0194,1
11350,2012,Trim. 2,mayo,5,721-555-0117,2
11351,2014,Trim. 1,febrero,25,525-555-0169,2
11352,2014,Trim. 1,febrero,15,876-555-0164,2
11353,2012,Trim. 4,octubre,16,1 (11) 500 555-0182,1
11354,2013,Trim. 1,enero,15,1 (11) 500 555-0188,1
11355,2013,Trim. 3,julio,1,1 (11) 500 555-0173,1
11356,2014,Trim. 1,enero,22,454-555-0144,2
11357,2013,Trim. 2,abril,13,1 (11) 500 555-0156,1
11358,2011,Trim. 2,mayo,31,1 (11) 500 555-0162,1
11359,2012,Trim. 3,septiembre,10,1 (11) 500 555-0122,2
11360,2014,Trim. 1,marzo,21,522-555-0152,2
11361,2013,Trim. 4,diciembre,23,1 (11) 500 555-0132,1
11362,2012,Trim. 3,julio,14,832-555-0115,2
11363,2013,Trim. 1,febrero,11,859-555-0150,1
11364,2013,Trim. 4,noviembre,30,1 (11) 500 555-0121,2
11365,2013,Trim. 3,agosto,6,429-555-0199,1
11366,2013,Trim. 4,diciembre,16,440-555-0186,2
11367,2011,Trim. 3,julio,7,412-555-0111,2
11368,2013,Trim. 3,julio,29,1 (11) 500 555-0148,2
11369,2013,Trim. 1,enero,29,1 (11) 500 555-0113,1
11370,2014,Trim. 2,abril,26,1 (11) 500 555-0162,1
11371,2013,Trim. 4,diciembre,2,543-555-0119,2
11372,2011,Trim. 3,agosto,12,1 (11) 500 555-0176,1
11373,2014,Trim. 2,mayo,22,508-555-0132,2
11374,2013,Trim. 1,marzo,29,1 (11) 500 555-0182,1
11375,2013,Trim. 1,enero,31,1 (11) 500 555-0199,2
11376,2014,Trim. 2,mayo,28,1 (11) 500 555-0196,2
11377,2013,Trim. 3,septiembre,3,1 (11) 500 555-0116,2
11378,2014,Trim. 1,marzo,14,147-555-0139,1
11379,2014,Trim. 2,junio,25,182-555-0193,2
11380,2013,Trim. 4,diciembre,10,395-555-0116,1
11381,2013,Trim. 4,noviembre,5,901-555-0137,1
11382,2014,Trim. 1,febrero,12,611-555-0170,2
11383,2014,Trim. 1,enero,21,1 (11) 500 555-0113,1
11384,2013,Trim. 4,noviembre,6,836-555-0179,1
11385,2014,Trim. 1,febrero,12,690-555-0185,2
11386,2014,Trim. 1,febrero,21,405-555-0138,1
11387,2013,Trim. 3,julio,29,499-555-0117,1
11388,2013,Trim. 4,noviembre,27,702-555-0152,1
11389,2012,Trim. 4,diciembre,21,540-555-0181,2
11390,2013,Trim. 1,febrero,8,1 (11) 500 555-0165,1
11391,2013,Trim. 4,diciembre,6,788-555-0113,2
11392,2013,Trim. 1,enero,28,1 (11) 500 555-0125,1
11393,2011,Trim. 3,agosto,23,1 (11) 500 555-0155,2
11394,2013,Trim. 3,septiembre,11,126-555-0139,1
11395,2013,Trim. 4,diciembre,31,557-555-0146,1
11396,2012,Trim. 3,julio,30,1 (11) 500 555-0191,1
11397,2013,Trim. 3,septiembre,1,321-555-0111,1
11398,2012,Trim. 3,agosto,9,266-555-0183,2
11399,2014,Trim. 1,enero,26,693-555-0191,2
11400,2012,Trim. 3,julio,4,337-555-0179,2
11401,2014,Trim. 2,junio,25,384-555-0179,1
11402,2012,Trim. 3,agosto,10,458-555-0131,1
11403,2013,Trim. 2,mayo,23,1 (11) 500 555-0147,1
11404,2014,Trim. 1,febrero,3,1 (11) 500 555-0162,1
11405,2011,Trim. 4,diciembre,20,1 (11) 500 555-0127,1
11406,2012,Trim. 4,noviembre,9,201-555-0134,1
11407,2013,Trim. 3,agosto,18,884-555-0127,1
11408,2014,Trim. 2,abril,16,1 (11) 500 555-0122,1
11409,2013,Trim. 4,octubre,11,943-555-0196,1
11410,2013,Trim. 4,noviembre,16,121-555-0131,1
11411,2012,Trim. 1,marzo,19,1 (11) 500 555-0177,2
11412,2012,Trim. 4,noviembre,26,1 (11) 500 555-0112,1
11413,2012,Trim. 2,abril,10,885-555-0112,2
11414,2013,Trim. 4,noviembre,21,1 (11) 500 555-0118,2
11415,2013,Trim. 4,octubre,28,1 (11) 500 555-0136,1
11416,2014,Trim. 1,febrero,19,1 (11) 500 555-0115,2
11417,2013,Trim. 4,noviembre,2,783-555-0154,2
11418,2014,Trim. 2,junio,25,147-555-0187,2
11419,2013,Trim. 3,julio,10,639-555-0189,2
11420,2013,Trim. 4,octubre,29,1 (11) 500 555-0115,1
11421,2014,Trim. 1,febrero,27,980-555-0120,2
11422,2013,Trim. 3,agosto,14,1 (11) 500 555-0169,2
11423,2012,Trim. 4,diciembre,8,1 (11) 500 555-0185,1
11424,2013,Trim. 1,enero,29,1 (11) 500 555-0116,1
11425,2013,Trim. 3,septiembre,30,147-555-0199,1
11426,2013,Trim. 4,octubre,1,184-555-0189,2
11427,2012,Trim. 2,mayo,9,147-555-0117,2
11428,2013,Trim. 3,agosto,26,1 (11) 500 555-0197,2
11429,2013,Trim. 4,diciembre,7,431-555-0130,1
11430,2012,Trim. 3,julio,16,1 (11) 500 555-0149,1
11431,2011,Trim. 3,agosto,5,893-555-0112,2
11432,2013,Trim. 3,julio,12,680-555-0163,2
11433,2013,Trim. 3,agosto,24,1 (11) 500 555-0178,2
11434,2013,Trim. 4,diciembre,22,808-555-0169,2
11435,2011,Trim. 3,agosto,4,1 (11) 500 555-0187,2
11436,2013,Trim. 4,noviembre,19,1 (11) 500 555-0196,2
11437,2014,Trim. 1,enero,11,1 (11) 500 555-0144,1
11438,2013,Trim. 4,diciembre,9,1 (11) 500 555-0166,2
11439,2014,Trim. 1,marzo,27,885-555-0197,1
11440,2014,Trim. 2,mayo,9,646-555-0129,2
11441,2013,Trim. 3,agosto,20,498-555-0167,1
11442,2014,Trim. 2,mayo,27,864-555-0156,1
11443,2012,Trim. 1,febrero,16,217-555-0170,2
11444,2013,Trim. 4,noviembre,13,1 (11) 500 555-0153,1
11445,2013,Trim. 3,julio,13,1 (11) 500 555-0199,1
11446,2013,Trim. 3,septiembre,2,1 (11) 500 555-0118,2
11447,2012,Trim. 4,noviembre,17,1 (11) 500 555-0151,2
11448,2013,Trim. 4,diciembre,12,667-555-0136,1
11449,2013,Trim. 4,octubre,17,763-555-0124,2
11450,2011,Trim. 3,agosto,6,340-555-0154,1
11451,2013,Trim. 1,enero,28,1 (11) 500 555-0128,2
11452,2014,Trim. 2,abril,27,660-555-0192,1
11453,2013,Trim. 3,agosto,3,109-555-0165,1
11454,2013,Trim. 4,diciembre,4,519-555-0140,1
11455,2014,Trim. 1,marzo,5,784-555-0140,1
11456,2012,Trim. 3,agosto,13,1 (11) 500 555-0158,2
11457,2012,Trim. 2,mayo,19,1 (11) 500 555-0134,1
11458,2014,Trim. 2,abril,25,378-555-0161,1
11459,2013,Trim. 3,julio,7,1 (11) 500 555-0195,2
11460,2014,Trim. 2,abril,13,820-555-0169,1
11461,2013,Trim. 4,diciembre,17,1 (11) 500 555-0113,1
11462,2013,Trim. 4,noviembre,5,1 (11) 500 555-0185,1
11463,2013,Trim. 4,noviembre,18,281-555-0154,2
11464,2013,Trim. 4,octubre,22,129-555-0113,2
11465,2013,Trim. 3,julio,6,1 (11) 500 555-0137,2
11466,2013,Trim. 3,julio,12,564-555-0118,1
11467,2014,Trim. 1,febrero,13,1 (11) 500 555-0172,1
11468,2013,Trim. 4,diciembre,4,1 (11) 500 555-0144,2
11469,2014,Trim. 1,febrero,18,1 (11) 500 555-0199,2
11470,2012,Trim. 1,marzo,14,1 (11) 500 555-0162,1
11471,2014,Trim. 1,marzo,17,316-555-0115,1
11472,2014,Trim. 1,febrero,2,1 (11) 500 555-0180,2
11473,2013,Trim. 4,noviembre,12,1 (11) 500 555-0145,2
11474,2013,Trim. 4,diciembre,3,129-555-0165,2
11475,2014,Trim. 1,marzo,23,132-555-0111,1
11476,2013,Trim. 1,enero,12,1 (11) 500 555-0134,2
11477,2014,Trim. 1,febrero,22,1 (11) 500 555-0114,2
11478,2014,Trim. 2,abril,18,1 (11) 500 555-0123,1
11479,2013,Trim. 3,agosto,6,307-555-0124,2
11480,2013,Trim. 3,agosto,8,882-555-0116,2
11481,2013,Trim. 1,marzo,2,1 (11) 500 555-0154,1
11482,2014,Trim. 1,febrero,22,175-555-0123,2
11483,2013,Trim. 4,noviembre,10,1 (11) 500 555-0191,2
11484,2014,Trim. 1,enero,7,251-555-0153,2
11485,2013,Trim. 4,diciembre,3,603-555-0175,2
11486,2013,Trim. 1,enero,12,1 (11) 500 555-0147,1
11487,2014,Trim. 2,mayo,22,1 (11) 500 555-0113,1
11488,2014,Trim. 2,abril,3,1 (11) 500 555-0113,1
11489,2013,Trim. 2,junio,25,622-555-0158,2
11490,2013,Trim. 4,octubre,7,264-555-0128,1
11491,2013,Trim. 2,abril,27,1 (11) 500 555-0196,2
11492,2014,Trim. 1,febrero,13,495-555-0168,1
11493,2013,Trim. 3,julio,22,1 (11) 500 555-0187,1
11494,2013,Trim. 3,julio,19,868-555-0139,2
11495,2013,Trim. 1,enero,16,1 (11) 500 555-0124,1
11496,2013,Trim. 4,diciembre,6,171-555-0158,2
11497,2013,Trim. 1,enero,27,1 (11) 500 555-0197,1
11498,2014,Trim. 1,febrero,22,1 (11) 500 555-0150,2
11499,2012,Trim. 4,noviembre,3,791-555-0152,1
11500,2014,Trim. 2,abril,1,923-555-0137,1
11501,2014,Trim. 2,mayo,12,1 (11) 500 555-0193,2
11502,2013,Trim. 4,diciembre,27,1 (11) 500 555-0143,2
11503,2013,Trim. 4,octubre,21,114-555-0117,1
11504,2012,Trim. 2,abril,2,1 (11) 500 555-0160,1
11505,2013,Trim. 4,diciembre,17,928-555-0186,2
11506,2014,Trim. 2,abril,22,606-555-0131,1
11507,2013,Trim. 1,enero,27,598-555-0177,2
11508,2013,Trim. 4,octubre,3,1 (11) 500 555-0147,2
11509,2013,Trim. 3,septiembre,3,504-555-0158,1
11510,2013,Trim. 3,agosto,30,695-555-0137,1
11511,2013,Trim. 3,julio,26,1 (11) 500 555-0118,2
11512,2013,Trim. 3,julio,16,729-555-0189,1
11513,2013,Trim. 2,mayo,6,1 (11) 500 555-0142,1
11514,2013,Trim. 3,julio,8,1 (11) 500 555-0164,1
11515,2013,Trim. 3,septiembre,26,624-555-0118,1
11516,2012,Trim. 1,enero,30,780-555-0119,2
11517,2014,Trim. 1,enero,12,1 (11) 500 555-0185,1
11518,2013,Trim. 4,noviembre,15,923-555-0167,1
11519,2013,Trim. 2,abril,27,110-555-0167,1
11520,2013,Trim. 3,julio,19,1 (11) 500 555-0117,2
11521,2012,Trim. 2,abril,28,751-555-0111,2
11522,2014,Trim. 2,mayo,28,753-555-0135,2
11523,2014,Trim. 2,mayo,16,544-555-0113,2
11524,2011,Trim. 3,septiembre,2,446-555-0158,2
11525,2013,Trim. 3,julio,11,453-555-0190,2
11526,2012,Trim. 3,julio,7,178-555-0113,1
11527,2013,Trim. 4,octubre,3,1 (11) 500 555-0193,2
11528,2013,Trim. 3,julio,3,982-555-0157,1
11529,2014,Trim. 1,febrero,5,426-555-0134,1
11530,2014,Trim. 2,abril,16,1 (11) 500 555-0125,2
11531,2012,Trim. 3,agosto,15,1 (11) 500 555-0166,2
11532,2013,Trim. 3,septiembre,9,993-555-0145,2
11533,2014,Trim. 1,febrero,2,765-555-0134,2
11534,2013,Trim. 2,junio,30,1 (11) 500 555-0134,2
11535,2013,Trim. 4,octubre,31,909-555-0168,1
11536,2012,Trim. 2,abril,18,1 (11) 500 555-0169,1
11537,2013,Trim. 3,septiembre,24,1 (11) 500 555-0180,1
11538,2013,Trim. 2,mayo,19,1 (11) 500 555-0145,2
11539,2014,Trim. 2,abril,26,1 (11) 500 555-0112,2
11540,2014,Trim. 1,enero,28,398-555-0193,1
11541,2012,Trim. 4,octubre,23,672-555-0186,2
11542,2013,Trim. 3,agosto,28,488-555-0138,2
11543,2013,Trim. 3,septiembre,14,1 (11) 500 555-0124,1
11544,2013,Trim. 4,diciembre,31,1 (11) 500 555-0116,1
11545,2014,Trim. 2,abril,24,844-555-0186,1
11546,2012,Trim. 4,octubre,4,1 (11) 500 555-0111,1
11547,2013,Trim. 3,agosto,15,1 (11) 500 555-0150,2
11548,2013,Trim. 3,septiembre,23,1 (11) 500 555-0182,1
11549,2011,Trim. 2,junio,8,197-555-0115,1
11550,2013,Trim. 3,septiembre,12,1 (11) 500 555-0114,1
11551,2014,Trim. 2,junio,25,568-555-0197,1
11552,2014,Trim. 2,abril,11,333-555-0186,2
11553,2013,Trim. 2,mayo,29,1 (11) 500 555-0162,2
11554,2014,Trim. 2,abril,13,1 (11) 500 555-0198,2
11555,2013,Trim. 4,diciembre,18,728-555-0118,1
11556,2014,Trim. 2,junio,23,464-555-0130,2
11557,2013,Trim. 3,agosto,8,662-555-0130,2
11558,2013,Trim. 4,diciembre,20,173-555-0168,2
11559,2013,Trim. 4,noviembre,26,128-555-0183,2
11560,2013,Trim. 3,septiembre,6,1 (11) 500 555-0194,2
11561,2014,Trim. 2,abril,14,1 (11) 500 555-0113,2
11562,2013,Trim. 4,octubre,20,792-555-0137,1
11563,2013,Trim. 4,noviembre,28,465-555-0191,1
11564,2013,Trim. 4,noviembre,20,375-555-0146,2
11565,2012,Trim. 2,mayo,21,1 (11) 500 555-0112,2
11566,2014,Trim. 1,enero,13,1 (11) 500 555-0177,1
11567,2013,Trim. 3,septiembre,15,746-555-0145,1
11568,2014,Trim. 1,febrero,13,1 (11) 500 555-0122,2
11569,2012,Trim. 3,septiembre,14,1 (11) 500 555-0138,2
11570,2013,Trim. 4,diciembre,25,1 (11) 500 555-0175,1
11571,2013,Trim. 3,julio,18,658-555-0137,2
11572,2012,Trim. 4,noviembre,1,1 (11) 500 555-0148,2
11573,2014,Trim. 2,junio,14,182-555-0198,1
11574,2014,Trim. 2,mayo,17,1 (11) 500 555-0146,2
11575,2014,Trim. 2,abril,25,1 (11) 500 555-0110,2
11576,2011,Trim. 4,diciembre,24,332-555-0185,1
11577,2013,Trim. 3,agosto,15,748-555-0137,2
11578,2013,Trim. 2,mayo,4,1 (11) 500 555-0166,2
11579,2013,Trim. 3,agosto,27,1 (11) 500 555-0115,1
11580,2013,Trim. 3,agosto,26,332-555-0118,1
11581,2012,Trim. 4,noviembre,1,1 (11) 500 555-0114,1
11582,2014,Trim. 1,enero,23,238-555-0141,2
11583,2014,Trim. 2,mayo,10,806-555-0179,2
11584,2012,Trim. 2,junio,9,913-555-0176,2
11585,2012,Trim. 2,abril,19,1 (11) 500 555-0191,1
11586,2012,Trim. 3,septiembre,19,1 (11) 500 555-0144,2
11587,2014,Trim. 1,enero,22,1 (11) 500 555-0145,1
11588,2013,Trim. 4,diciembre,29,664-555-0143,1
11589,2014,Trim. 1,marzo,2,1 (11) 500 555-0120,1
11590,2012,Trim. 1,enero,3,712-555-0116,1
11591,2013,Trim. 4,octubre,12,1 (11) 500 555-0125,1
11592,2013,Trim. 3,julio,7,1 (11) 500 555-0129,1
11593,2013,Trim. 4,noviembre,6,1 (11) 500 555-0125,2
11594,2012,Trim. 2,abril,29,432-555-0119,1
11595,2014,Trim. 1,marzo,30,323-555-0116,2
11596,2014,Trim. 2,mayo,23,165-555-0139,1
11597,2013,Trim. 2,mayo,5,1 (11) 500 555-0136,1
11598,2013,Trim. 4,noviembre,10,238-555-0140,1
11599,2012,Trim. 3,julio,21,191-555-0115,1
11600,2012,Trim. 4,noviembre,16,1 (11) 500 555-0176,1
11601,2012,Trim. 2,mayo,4,1 (11) 500 555-0168,2
11602,2014,Trim. 2,abril,18,840-555-0155,1
11603,2013,Trim. 4,noviembre,6,1 (11) 500 555-0115,1
11604,2013,Trim. 4,diciembre,3,128-555-0133,1
11605,2012,Trim. 3,septiembre,27,1 (11) 500 555-0148,2
11606,2011,Trim. 4,noviembre,19,173-555-0186,2
11607,2014,Trim. 1,enero,2,361-555-0177,1
11608,2014,Trim. 1,marzo,9,183-555-0145,2
11609,2013,Trim. 4,octubre,20,137-555-0127,2
11610,2013,Trim. 2,mayo,21,1 (11) 500 555-0160,2
11611,2012,Trim. 3,julio,30,115-555-0179,2
11612,2013,Trim. 3,julio,23,1 (11) 500 555-0147,1
11613,2013,Trim. 2,junio,26,144-555-0170,2
