BusinessEntityID,EmailAddress,EmailAddressID,Año,Trimestre,Mes,Día,rowguid
11686,megan16@adventure-works.com,10881,2012,Trim. 1,febrero,28,97F3C4AE-E851-4A90-953A-CCE9DEB14755
11687,pedro23@adventure-works.com,10882,2013,Trim. 4,octubre,18,336779CD-39AE-476D-89BD-1FB3CFA0381B
11688,megan17@adventure-works.com,10883,2013,Trim. 3,julio,17,467E362B-361B-4D23-911A-8A85C0CD9790
11689,pedro24@adventure-works.com,10884,2013,Trim. 4,diciembre,18,2C4DE651-226B-4382-B839-2B39FBBF4C2D
11690,marshall39@adventure-works.com,10885,2014,Trim. 1,febrero,5,1B84CC87-4B6A-45F3-BCAC-35F95FA76F59
11691,pedro25@adventure-works.com,10886,2014,Trim. 2,mayo,8,2EC8BCEB-CB30-4C23-926E-AB0916D62F9F
11692,megan18@adventure-works.com,10887,2013,Trim. 4,noviembre,9,ACB67FD7-E6B2-45F4-8E85-F83E19DE7BD0
11693,pedro26@adventure-works.com,10888,2014,Trim. 1,enero,11,5EC94E8C-2E63-42D6-9141-2C6B7D97923F
11694,megan19@adventure-works.com,10889,2013,Trim. 4,noviembre,23,77C27D16-4E47-450E-98A3-C5E2338E3A76
11695,pedro27@adventure-works.com,10890,2011,Trim. 4,octubre,25,C8BB076B-6410-4C92-A2DB-94D46D037C2A
11696,pedro28@adventure-works.com,10891,2013,Trim. 1,enero,14,7D7B7127-549B-4A5F-8320-9211E701952F
11697,megan20@adventure-works.com,10892,2014,Trim. 1,marzo,4,95FAB529-617A-4B8D-BF99-9A9C22BA0B32
11698,megan21@adventure-works.com,10893,2013,Trim. 4,octubre,19,4C392077-D7B4-4E6A-AB99-12D0486C8CF6
11699,megan22@adventure-works.com,10894,2013,Trim. 4,octubre,4,D1310245-04A1-421A-A7BE-8F36093E7067
11700,megan23@adventure-works.com,10895,2013,Trim. 3,julio,11,95E73DE0-DF0E-4C6E-8434-AAEB0DA031E0
11701,megan24@adventure-works.com,10896,2014,Trim. 1,febrero,16,BA1E535A-4443-4B0C-A706-16891B0ACB77
11702,pedro29@adventure-works.com,10897,2013,Trim. 4,noviembre,16,62C3C55C-22F9-4720-A49D-D40738E9E4B2
11703,megan25@adventure-works.com,10898,2013,Trim. 2,junio,12,7D90E41D-4184-4C9D-8B19-9947B7E6DBD0
11704,pedro30@adventure-works.com,10899,2013,Trim. 3,agosto,17,41839305-655E-490E-B642-B94CFA29CA1E
11705,megan26@adventure-works.com,10900,2012,Trim. 3,julio,21,758B2BA7-9B4D-41C9-B070-D008353CEEAB
11706,pedro31@adventure-works.com,10901,2013,Trim. 4,octubre,5,F81FC86E-322C-41BA-A1DA-B6D33CD62F92
11707,brianna0@adventure-works.com,10902,2013,Trim. 3,septiembre,20,A8BF459F-F086-4BA9-940C-1FEB3DC3EA30
11708,brianna1@adventure-works.com,10903,2014,Trim. 1,febrero,17,5B90C111-A398-41F0-9527-DFD3F93243D1
11709,brianna2@adventure-works.com,10904,2013,Trim. 3,agosto,30,EC053598-F6B0-4880-A184-F4B3A5DFED92
11710,pedro32@adventure-works.com,10905,2013,Trim. 3,julio,14,A950C6A1-941A-4BE8-A0B8-D957F5C2C744
11711,brianna3@adventure-works.com,10906,2014,Trim. 1,marzo,31,E52A06F8-94D4-4ADE-B49D-4659EE5EA317
11712,pedro33@adventure-works.com,10907,2014,Trim. 1,marzo,8,04CCF7C4-BBA2-46F0-9E9F-1F26992EE9F7
11713,brianna4@adventure-works.com,10908,2013,Trim. 3,agosto,3,A13A41E8-5E1B-4651-B4C5-71CCD559749E
11714,marshall40@adventure-works.com,10909,2013,Trim. 3,agosto,1,DA61990D-D724-4ADC-B22F-2D6BE9927D2C
11715,pedro34@adventure-works.com,10910,2014,Trim. 2,junio,17,8E059981-01D0-46E0-8074-7401697EDDD3
11716,brianna5@adventure-works.com,10911,2013,Trim. 4,diciembre,7,013FB8E1-039C-4BBD-B3A1-4B12EC60AD9C
11717,brianna6@adventure-works.com,10912,2014,Trim. 2,abril,8,F7474780-DE4C-4A00-9E3D-639224335BED
11718,pedro35@adventure-works.com,10913,2013,Trim. 3,julio,29,58F64F5D-0194-47DF-AEA1-CB65357B32D0
11719,brianna7@adventure-works.com,10914,2013,Trim. 3,julio,5,BAF630D1-FBC2-4E58-8B30-BD2869A5D6CC
11720,brianna8@adventure-works.com,10915,2014,Trim. 1,enero,17,3694A74A-2FFF-47FF-A43B-6480B3D32B2D
11721,pedro36@adventure-works.com,10916,2014,Trim. 2,abril,27,0BD38153-7D2A-4278-A14E-228ACE404939
11722,brianna9@adventure-works.com,10917,2012,Trim. 3,agosto,23,D7E31F7C-0CF2-4B15-B1D0-EFAE37F0D2E3
11723,brianna10@adventure-works.com,10918,2013,Trim. 3,julio,27,55D93CB1-F115-48E8-8EA3-F4366E79195E
11724,brianna11@adventure-works.com,10919,2014,Trim. 1,enero,28,7DA047BD-6B65-4FCF-A1BE-FDC65B35F302
11725,brianna12@adventure-works.com,10920,2013,Trim. 3,septiembre,18,49315CB4-1528-43DB-A236-D3B3162AF540
11726,pedro37@adventure-works.com,10921,2012,Trim. 3,septiembre,29,241EE390-D63B-4C81-91A3-9A8759202801
11727,brianna13@adventure-works.com,10922,2012,Trim. 1,marzo,28,B5A2C7BC-36AC-46E2-BF49-1F3511F35F3B
11728,pedro38@adventure-works.com,10923,2013,Trim. 4,diciembre,14,1C83D9FB-989A-41A0-9B81-F09E976B09AC
11729,brianna14@adventure-works.com,10924,2013,Trim. 4,octubre,29,216D5962-B62C-40B2-844F-6C228F008EA9
11730,brianna15@adventure-works.com,10925,2014,Trim. 1,febrero,11,4D7E07DD-454E-4648-8292-606320420B91
11731,pedro39@adventure-works.com,10926,2012,Trim. 3,julio,5,61191558-A5D6-4410-8AB7-B190C8A3FCEE
11732,brianna16@adventure-works.com,10927,2013,Trim. 3,septiembre,15,33E216B3-B13A-4DC5-BFCE-EBAC9A953487
11733,brianna17@adventure-works.com,10928,2013,Trim. 4,noviembre,16,412C331D-2BB9-4FBF-A5E7-733BA0FA10F7
11734,pedro40@adventure-works.com,10929,2013,Trim. 2,abril,21,C45AE9F8-0A2A-47C0-B628-DD21F3E0C985
11735,brianna18@adventure-works.com,10930,2013,Trim. 2,junio,14,A3AE15A8-6515-4CE3-8CC8-A4712370D5F2
11736,pedro41@adventure-works.com,10931,2012,Trim. 4,noviembre,1,04AE15C7-0C87-42E1-A934-5E02F2702B70
11737,brianna19@adventure-works.com,10932,2011,Trim. 4,noviembre,12,4EFEED02-F857-4C8C-B007-E294AEA6C2C2
11738,ross0@adventure-works.com,10933,2014,Trim. 2,abril,13,C9228F25-A244-4A52-8581-B7ED751F18E5
11739,brianna20@adventure-works.com,10934,2013,Trim. 3,agosto,7,40B8BED6-3CE0-4B52-8D31-B8C7B7531BA5
11740,brianna21@adventure-works.com,10935,2013,Trim. 2,junio,17,9DCBF765-AC01-4C67-94F6-0A3E83F9A3F2
11741,brianna22@adventure-works.com,10936,2012,Trim. 3,julio,6,A8BCA74C-816F-474B-9DE9-CED9D614131C
11742,marshall41@adventure-works.com,10937,2014,Trim. 2,abril,18,C8961E29-0330-4B8E-B345-1B93BC902AA8
11743,ross1@adventure-works.com,10938,2011,Trim. 4,octubre,5,EE519D3A-C748-4CDA-8005-79132F3F02A2
11744,brianna23@adventure-works.com,10939,2014,Trim. 1,febrero,12,571C5A30-E3D7-484C-83A2-324249022E8F
11745,olivia0@adventure-works.com,10940,2013,Trim. 3,julio,12,6B624DCC-B557-4B9C-BA91-D770BE2B76C9
11746,ross2@adventure-works.com,10941,2014,Trim. 1,febrero,10,4E9C2DC7-ADA9-4142-BAA7-7481746A3723
11747,olivia1@adventure-works.com,10942,2013,Trim. 4,noviembre,23,95C72477-765C-4A36-96D9-EE34E57DEE29
11748,olivia2@adventure-works.com,10943,2014,Trim. 2,abril,29,05CAEA00-3A4E-4651-8CC9-9A9BF5346D2A
11749,olivia3@adventure-works.com,10944,2013,Trim. 3,agosto,30,E44AEA17-C69F-4A79-AC7E-0A915724C665
11750,olivia4@adventure-works.com,10945,2013,Trim. 3,julio,31,01594017-320E-461D-BFA6-3BE89BC6CD76
11751,ross3@adventure-works.com,10946,2013,Trim. 3,julio,10,52F25DCB-4CC0-4CAB-9053-C58B2D7C2449
11752,ross4@adventure-works.com,10947,2013,Trim. 3,julio,1,4FCB1748-4D47-498D-AF5E-3013FFF49873
11753,ross5@adventure-works.com,10948,2012,Trim. 3,septiembre,17,5341C98D-5728-48D9-9758-57426713B7DD
11754,ross6@adventure-works.com,10949,2013,Trim. 1,febrero,19,4B49FB9D-0299-44E5-BBFF-AF95AC325D5D
11755,olivia5@adventure-works.com,10950,2013,Trim. 4,noviembre,4,1CB29E92-2C9A-4314-AD84-F00440045BD3
11756,olivia6@adventure-works.com,10951,2011,Trim. 4,noviembre,18,BBF12035-754A-44CC-8B0C-CD759620B3DC
11757,olivia7@adventure-works.com,10952,2013,Trim. 2,mayo,13,E5C10EE0-07F0-4867-B3AD-9819981AD58D
11758,ross7@adventure-works.com,10953,2013,Trim. 3,agosto,23,3AA191C3-7779-4A75-ACEC-AB01E6B0DC2C
11759,ross8@adventure-works.com,10954,2014,Trim. 1,marzo,6,1EEF719D-9675-4054-92CA-9BF7672EF395
11760,marshall42@adventure-works.com,10955,2014,Trim. 2,mayo,14,EF59490F-CA9D-4C61-AA1D-A949ED693335
11761,ross9@adventure-works.com,10956,2013,Trim. 3,septiembre,21,3F1E0F82-4BCE-4D3E-939D-D51BDF2C854F
11762,olivia8@adventure-works.com,10957,2013,Trim. 4,noviembre,13,2E69255A-B41C-4309-AB31-CE748F78147E
11763,olivia9@adventure-works.com,10958,2014,Trim. 1,febrero,28,0607FD38-DAB1-46D2-951A-398A099FB28E
11764,olivia10@adventure-works.com,10959,2013,Trim. 2,junio,14,F6E0FBDF-727D-404E-8491-394AF113D605
11765,ross10@adventure-works.com,10960,2013,Trim. 2,abril,27,F34AAA0D-FCDD-4A63-A80A-13B432A27518
11766,olivia11@adventure-works.com,10961,2011,Trim. 3,julio,18,FF1610CC-6B5A-4698-B1FA-3D8B4330B2C3
11767,ross11@adventure-works.com,10962,2013,Trim. 2,mayo,25,EBB78D51-4D0D-4A76-9521-F249FEB4F7B9
11768,ross12@adventure-works.com,10963,2014,Trim. 1,enero,9,7B621227-EA09-454E-A5FA-3D1529A8E5D5
11769,olivia12@adventure-works.com,10964,2011,Trim. 4,noviembre,7,CE30A541-84FA-4A99-B650-D2F30F3CD0AF
11770,ross13@adventure-works.com,10965,2014,Trim. 1,marzo,19,54F88C27-7FCE-48DC-B981-32B7DAFFCD1C
11771,olivia13@adventure-works.com,10966,2014,Trim. 2,abril,9,C0997356-80CD-4769-94F8-F8F1A42DE06A
11772,ross14@adventure-works.com,10967,2013,Trim. 4,diciembre,24,B9E11B67-22B1-40CB-A076-C32D238B567C
11773,ross15@adventure-works.com,10968,2013,Trim. 3,julio,2,5BAF383C-7EBA-4EF3-86F3-527F661AD776
11774,olivia14@adventure-works.com,10969,2014,Trim. 1,enero,31,1AF01DB2-2CC5-4127-8D98-2E05185AE118
11775,ross16@adventure-works.com,10970,2014,Trim. 2,mayo,19,49A91377-358D-40FB-953C-444576CE62AF
11776,olivia15@adventure-works.com,10971,2012,Trim. 2,junio,20,0EA2EC6C-332C-406E-8934-CF27ACD91DD2
11777,olivia16@adventure-works.com,10972,2013,Trim. 3,septiembre,2,9E7F57F6-9B30-4873-A8BB-0FAE0E1C513F
11778,olivia17@adventure-works.com,10973,2014,Trim. 2,abril,3,3831AA58-D39D-402B-B6A7-9B6714B201C3
11779,ross17@adventure-works.com,10974,2013,Trim. 4,diciembre,19,7767FF91-A69E-46DA-9380-A58ECBBB7855
11780,damien22@adventure-works.com,10975,2014,Trim. 1,febrero,24,190A9A99-FE87-4B47-A0E9-CDF419721117
11781,warren17@adventure-works.com,10976,2011,Trim. 2,junio,19,D022D14C-F02C-4869-91FC-1DD63C038B61
11782,olivia18@adventure-works.com,10977,2013,Trim. 3,septiembre,5,66E0B373-FA21-4334-B692-A1062101C68E
11783,ross18@adventure-works.com,10978,2013,Trim. 4,octubre,27,EBBA7C9B-453E-4CCD-AC53-7B260BFA2F59
11784,ross19@adventure-works.com,10979,2014,Trim. 2,abril,9,A59059FE-07CB-47F7-86F1-5B256BC4102E
11785,olivia19@adventure-works.com,10980,2013,Trim. 3,agosto,16,C68E5DC4-ADD6-4D8F-BB73-067D19749CBD
11786,olivia20@adventure-works.com,10981,2013,Trim. 4,octubre,21,2D9E8B74-E44B-4964-AB2A-CE4791FC998F
11787,olivia21@adventure-works.com,10982,2013,Trim. 4,diciembre,25,416CA291-00DD-4913-9542-3C725F31C626
11788,ross20@adventure-works.com,10983,2013,Trim. 3,julio,22,F607E25E-6D23-4547-9043-CBD2408B8310
11789,olivia22@adventure-works.com,10984,2014,Trim. 2,mayo,20,DFA621CE-213B-48A9-BF78-73DD79162428
11790,olivia23@adventure-works.com,10985,2014,Trim. 1,febrero,28,53743555-ABE1-4F87-81FB-9DC90C1857CC
11791,victoria1@adventure-works.com,10986,2012,Trim. 4,octubre,5,02FF1CD3-F59B-443F-B382-B32DBC0AD8B6
11792,ross21@adventure-works.com,10987,2012,Trim. 2,junio,19,BBA4B0C0-CED7-404C-943D-792DC65F6192
11793,victoria2@adventure-works.com,10988,2014,Trim. 2,abril,5,D9D89483-74E8-4726-A3BF-F1D7DD0E2FAC
11794,victoria3@adventure-works.com,10989,2014,Trim. 1,febrero,24,212A2626-1B4A-4379-9928-C3676CE8FB16
11795,ross22@adventure-works.com,10990,2014,Trim. 2,mayo,7,81D41680-97F6-43CC-A67A-55EDD83DD91C
11796,victoria4@adventure-works.com,10991,2012,Trim. 3,septiembre,28,327B6288-6689-42E2-AE95-C95E47C1E6DC
11797,victoria5@adventure-works.com,10992,2013,Trim. 3,julio,3,46D84D1E-8B28-457E-A039-E1B9BADC4318
11798,ross23@adventure-works.com,10993,2014,Trim. 2,junio,4,502C11AF-CDCE-4268-9AF0-3893DB07012C
11799,victoria6@adventure-works.com,10994,2012,Trim. 4,octubre,13,2DBCE78D-4BD6-4D86-A3BA-EAF72FB0C049
11800,victoria7@adventure-works.com,10995,2013,Trim. 3,julio,24,4F5B46FC-8DB7-48CC-9082-7231C28ACC6A
11801,ross24@adventure-works.com,10996,2013,Trim. 4,octubre,11,1218B243-C548-4D2D-AE7D-5D722B10B197
11802,ross25@adventure-works.com,10997,2013,Trim. 3,agosto,18,E8121AA2-EE98-4B75-8F89-B61ED003FB28
11803,victoria8@adventure-works.com,10998,2013,Trim. 2,abril,27,B40AE06E-D6D9-4283-8875-0E672FBA4DC4
11804,warren18@adventure-works.com,10999,2014,Trim. 2,abril,14,A7947FEE-E2B0-4C54-AAF5-0E151EED0C35
11805,ross26@adventure-works.com,11000,2013,Trim. 4,diciembre,7,2E76E8AC-D833-41E4-BE30-14634B93C062
11806,victoria9@adventure-works.com,11001,2013,Trim. 3,julio,16,C5978040-5F7C-4EDF-B13D-EEDCA019DD20
11807,ross27@adventure-works.com,11002,2012,Trim. 2,junio,18,17E246A0-1A90-470F-A758-2F4140FB1577
11808,victoria10@adventure-works.com,11003,2012,Trim. 4,diciembre,17,B9D2A316-2495-433E-B5CD-7C0CE50ED957
11809,victoria11@adventure-works.com,11004,2013,Trim. 2,mayo,14,6ACB1A84-6820-4FBC-BC3C-434415C9AD6A
11810,victoria12@adventure-works.com,11005,2013,Trim. 4,diciembre,25,FFAD93E3-B3AD-4595-BA8D-97B7EC010015
11811,ross28@adventure-works.com,11006,2013,Trim. 4,octubre,17,C5BFCED6-BBB7-4D3E-8897-D6D5DBC5DA7D
11812,ross29@adventure-works.com,11007,2014,Trim. 2,mayo,18,21B9053A-36AF-42A9-BB08-DC8B0D0CC8F8
11813,victoria13@adventure-works.com,11008,2014,Trim. 1,febrero,13,746DF2C6-8143-4372-9560-FF4C2665C82F
11814,ross30@adventure-works.com,11009,2014,Trim. 2,mayo,16,88381040-63EB-4A7D-9A25-613E079462FF
11815,victoria14@adventure-works.com,11010,2014,Trim. 2,mayo,15,9E620D4B-73A7-4BEF-8CED-9878A3B458FA
11816,victoria15@adventure-works.com,11011,2014,Trim. 1,febrero,16,AB52223B-1CC9-41AF-AE7A-949CF1953B62
11817,ross31@adventure-works.com,11012,2013,Trim. 4,noviembre,30,1F0A51EB-AA91-4DB8-B80D-EE53EFC39B4F
11818,victoria16@adventure-works.com,11013,2014,Trim. 2,mayo,12,A8926ADF-0627-4615-8ED3-7C58FA45AC36
11819,warren19@adventure-works.com,11014,2013,Trim. 2,abril,23,B5D8A1E2-74E9-43DF-B8F9-A5BC33DC861B
11820,ross32@adventure-works.com,11015,2013,Trim. 3,agosto,7,5AC6406A-BB3D-4533-A1F8-B1CB7C3EB5F4
11821,ross33@adventure-works.com,11016,2014,Trim. 1,febrero,28,54D96F88-543F-46B8-B8F3-AD8CB1812178
11822,ross34@adventure-works.com,11017,2014,Trim. 1,marzo,9,B520FD1C-41EB-4B71-8C35-30CD0F93243B
11823,ross35@adventure-works.com,11018,2014,Trim. 1,enero,25,E5866EA2-DF8F-4D7E-A739-7A8BA07A30FB
11824,victoria17@adventure-works.com,11019,2012,Trim. 2,mayo,28,737FE0F5-FAED-42B7-A8B9-351C73C35B97
11825,ross36@adventure-works.com,11020,2014,Trim. 2,mayo,5,D078F574-ABC2-462D-B00F-5188235B68ED
11826,ross37@adventure-works.com,11021,2013,Trim. 4,octubre,11,0D5EB047-3624-42C4-A697-B53922374221
11827,ross38@adventure-works.com,11022,2011,Trim. 4,diciembre,1,DC91E109-8288-4358-9508-5AD29D4B7712
11828,ross39@adventure-works.com,11023,2013,Trim. 2,mayo,6,AEFB5F67-5BF3-4443-AE54-747BDE6A11D4
11829,gerald29@adventure-works.com,11024,2013,Trim. 3,septiembre,18,E9A0CE5F-A1E1-4A37-9293-753960B1697B
11830,gerald30@adventure-works.com,11025,2014,Trim. 2,mayo,15,95BB543A-B3F6-4433-9CF8-58844C15A72B
11831,warren20@adventure-works.com,11026,2014,Trim. 1,febrero,16,1602B196-4103-4E54-B48B-AB3558C0ADCB
11832,gerald31@adventure-works.com,11027,2013,Trim. 4,diciembre,21,87B318D3-9B34-4539-BA3A-9DF2CDEE3387
11833,victoria18@adventure-works.com,11028,2013,Trim. 3,septiembre,9,A7E4BD79-B441-4757-AB2E-685B1FB241AB
11834,gerald32@adventure-works.com,11029,2013,Trim. 4,noviembre,18,FBF7C642-DCBD-4D2F-9B67-1071EB0C1768
11835,victoria19@adventure-works.com,11030,2012,Trim. 3,julio,11,1EA966CE-CD17-4BC0-A1EE-FC05E7BDF812
11836,gerald33@adventure-works.com,11031,2013,Trim. 3,agosto,19,58A2DF86-2D36-4C91-BF12-66EB04502A28
11837,victoria20@adventure-works.com,11032,2013,Trim. 4,diciembre,9,11E63AC1-7626-4186-8634-168856872E1E
11838,gerald34@adventure-works.com,11033,2013,Trim. 4,noviembre,25,0AD2FF91-E50F-4FB7-AB6D-3B670D241414
11839,gerald35@adventure-works.com,11034,2014,Trim. 1,marzo,20,5600FBA3-368F-472B-8349-2ECF9A14482F
11840,victoria21@adventure-works.com,11035,2013,Trim. 2,abril,12,DBD7AF06-3E68-407E-90AF-7E56B89E0636
11841,gerald36@adventure-works.com,11036,2012,Trim. 2,mayo,19,3BE92E4C-F65D-4DB2-A981-48D406346159
11842,gerald37@adventure-works.com,11037,2012,Trim. 2,abril,10,E5D54567-686E-4CE4-8977-BEF528797CDA
11843,gerald38@adventure-works.com,11038,2014,Trim. 2,junio,26,992962CF-0480-4842-803A-F8AFE7240F49
11844,victoria22@adventure-works.com,11039,2013,Trim. 1,marzo,7,78913987-8F5F-44D4-8076-5CEA292DC268
11845,victoria23@adventure-works.com,11040,2013,Trim. 4,noviembre,10,3381EC80-61EC-4795-A796-7EFDC884E8D8
11846,gerald39@adventure-works.com,11041,2013,Trim. 3,julio,10,A30C173F-AD4D-4B4B-B73A-2C8054A20D5D
11847,emma0@adventure-works.com,11042,2013,Trim. 3,julio,2,A4BB9DCD-5310-4F69-9C3B-140B0C5A2A05
11848,warren21@adventure-works.com,11043,2013,Trim. 1,febrero,8,8FB8EDC3-F621-4DB8-A930-D26DEF0177C7
11849,gerald40@adventure-works.com,11044,2014,Trim. 1,febrero,9,73C483CF-BD08-4309-8E7D-8B849C709D02
11850,emma1@adventure-works.com,11045,2014,Trim. 1,marzo,12,99DEE857-68EE-4FA8-BF14-CD37C74B2601
11851,gerald41@adventure-works.com,11046,2013,Trim. 3,agosto,3,B02B0CCF-A4B7-4741-A143-822AC8BAAC06
11852,emma2@adventure-works.com,11047,2013,Trim. 4,diciembre,12,E061FADD-EB99-4634-8F22-E10BD5FA29FA
11853,emma3@adventure-works.com,11048,2011,Trim. 2,junio,2,BCB4ACED-ACC1-46A5-8218-F35764B1E50D
11854,gerald42@adventure-works.com,11049,2014,Trim. 1,marzo,19,2A413867-1ABC-4FC8-A5A8-AC348B4BC43E
11855,emma4@adventure-works.com,11050,2013,Trim. 4,octubre,13,03AAF935-DECA-4F10-A53A-36CC394D43FA
11856,emma5@adventure-works.com,11051,2011,Trim. 4,octubre,14,6DA9826D-C619-4CA2-A78A-5C51CBEF3537
11857,emma6@adventure-works.com,11052,2013,Trim. 2,mayo,2,3CE6F811-C626-475B-8483-0F12BFAAE3F3
11858,emma7@adventure-works.com,11053,2012,Trim. 3,septiembre,23,7BA0ECE8-8C48-4A0B-ADA8-DEC45D8E02E7
11859,gerald43@adventure-works.com,11054,2013,Trim. 2,mayo,14,4AD1A8ED-1D76-40A9-807D-356522A7D4B8
11860,emma8@adventure-works.com,11055,2012,Trim. 1,marzo,30,0443621E-6091-413D-8526-ED703BAFD8A6
11861,tamara1@adventure-works.com,11056,2014,Trim. 2,junio,30,6C8737D3-9882-42E5-B4C9-4E665F211FF4
11862,emma9@adventure-works.com,11057,2013,Trim. 3,septiembre,13,46E12359-0593-4D19-85A1-D0CBD1AEFF7C
11863,tamara2@adventure-works.com,11058,2013,Trim. 4,octubre,26,863ECBE9-BF73-4362-96D8-CEE2D7C17CD1
11864,emma10@adventure-works.com,11059,2014,Trim. 1,febrero,17,7DA6D2E3-1E21-401C-9FAE-A8A7121DA9AF
11865,emma11@adventure-works.com,11060,2014,Trim. 2,junio,24,1D502A0D-6CF1-43CA-89F8-CF25302B1347
11866,tamara3@adventure-works.com,11061,2012,Trim. 1,febrero,1,FA2FA1FC-BED4-403C-A999-96B51BF06800
11867,tamara4@adventure-works.com,11062,2014,Trim. 1,febrero,13,8238A763-FEAD-4CEB-BB21-6D8B9FC8ACF0
11868,emma12@adventure-works.com,11063,2014,Trim. 1,marzo,17,6E0E1F34-AE8F-4567-BF2F-C1624B167860
11869,warren22@adventure-works.com,11064,2013,Trim. 3,agosto,11,6151C801-EE0B-47AE-AF21-398C17B61F7A
11870,tamara5@adventure-works.com,11065,2013,Trim. 3,septiembre,8,58A818B4-82A9-4D31-89AE-63D5624396B4
11871,tamara6@adventure-works.com,11066,2013,Trim. 3,julio,28,81AD1A54-8D55-4779-A209-CE1FB943BC3A
11872,emma13@adventure-works.com,11067,2013,Trim. 3,julio,18,D9683CC7-261D-4939-8ECA-FA0D90D4CF2B
11873,tamara7@adventure-works.com,11068,2013,Trim. 4,noviembre,5,1A1D0281-D318-44D1-BF1A-07BDEBA33D3E
11874,emma14@adventure-works.com,11069,2014,Trim. 1,marzo,29,77DC85AE-4F67-4473-BA21-D749BF2896F4
11875,tamara8@adventure-works.com,11070,2013,Trim. 4,diciembre,29,7E329DF7-02E5-4AFD-A8F0-86C10543269E
11876,tamara9@adventure-works.com,11071,2014,Trim. 1,febrero,27,D815D524-004F-4D30-8E1B-8248240D8B46
11877,emma15@adventure-works.com,11072,2013,Trim. 4,octubre,15,31608C65-856D-4F1F-83E0-6516DB70AE03
11878,emma16@adventure-works.com,11073,2013,Trim. 3,septiembre,29,093C7913-7028-4657-BB93-3ED4F9C3E5A7
11879,tamara10@adventure-works.com,11074,2013,Trim. 3,septiembre,29,053864CC-3AEA-4E12-B0CE-C76DE543D4CA
11880,tamara11@adventure-works.com,11075,2013,Trim. 4,octubre,8,A2684079-E59B-4FAC-9379-E42355C6B15C
11881,tamara12@adventure-works.com,11076,2013,Trim. 1,febrero,8,0687080E-353F-499F-91AE-EF46B53752F1
11882,tamara13@adventure-works.com,11077,2012,Trim. 4,noviembre,15,0EB06409-87D1-4882-A858-02E22EAEF5C5
11883,emma17@adventure-works.com,11078,2014,Trim. 1,marzo,24,7194DF86-4A5B-494C-9891-D41E2F3F7F8D
11884,emma18@adventure-works.com,11079,2013,Trim. 3,agosto,18,5977E519-F24D-49EE-BF1A-B15079160ACE
11885,tamara14@adventure-works.com,11080,2014,Trim. 1,enero,7,829C836E-12EC-4C59-A6F0-257FD25D9E23
11886,emma19@adventure-works.com,11081,2014,Trim. 1,enero,30,E83997D8-268D-49C6-8506-EFF54676BB28
11887,emma20@adventure-works.com,11082,2014,Trim. 2,mayo,6,0199A0FC-778B-4B7D-A9A6-0FD9D378EF63
11888,emma21@adventure-works.com,11083,2013,Trim. 3,septiembre,4,3ED8F593-4C62-480E-8FE1-2FA2A93980FF
11889,tamara15@adventure-works.com,11084,2012,Trim. 1,febrero,4,CE278EBD-C96D-4A20-8135-CDC5BD6D2466
11890,emma22@adventure-works.com,11085,2013,Trim. 4,diciembre,25,D389FADC-3D64-4FBA-A80D-28F4AC8D317E
11891,tamara16@adventure-works.com,11086,2014,Trim. 2,abril,19,DC9EB1EB-7447-4E4E-BEA9-2BBCFD96D274
11892,tamara17@adventure-works.com,11087,2011,Trim. 4,diciembre,16,D8280A06-96D2-4261-A6E2-47F4B53444FC
11893,tamara18@adventure-works.com,11088,2012,Trim. 2,junio,1,886CD110-0EB4-4F43-95BC-8001B7C755D3
11894,tamara19@adventure-works.com,11089,2013,Trim. 1,marzo,30,9C6F79F6-CB46-4F7E-B4B4-3A5B3E8B28B0
11895,emma23@adventure-works.com,11090,2012,Trim. 3,julio,23,CDD98C7B-D722-4181-9672-A042A888ACC0
11896,tamara20@adventure-works.com,11091,2011,Trim. 2,junio,11,102FE40A-999D-42BE-897E-D60829667748
11897,grace24@adventure-works.com,11092,2014,Trim. 2,junio,6,DFF41A9E-FEBF-4518-8E9E-3C970153394E
11898,sarah0@adventure-works.com,11093,2013,Trim. 3,agosto,22,BECBA7C4-51F5-421E-A738-8DE34C085EDC
11899,sarah1@adventure-works.com,11094,2014,Trim. 1,marzo,27,E2A6EA36-2BE3-458A-BA52-03EFA2D21A17
11900,tamara21@adventure-works.com,11095,2014,Trim. 1,marzo,1,DAE642D9-1712-4966-BA38-871D28CDFCFB
11901,elizabeth5@adventure-works.com,11096,2011,Trim. 2,junio,25,BF826A75-4C63-412D-9C74-00F5AC184E9E
11902,elizabeth6@adventure-works.com,11097,2012,Trim. 1,marzo,26,41391C2A-4F01-4357-A8D2-EAA55C5BADE3
11903,warren23@adventure-works.com,11098,2013,Trim. 4,noviembre,22,DD95E943-A007-4D89-AEAD-833CB6AF8A47
11904,tamara22@adventure-works.com,11099,2013,Trim. 4,diciembre,1,D4686B3E-B172-4652-B3F0-1F50903F35AD
11905,elizabeth7@adventure-works.com,11100,2013,Trim. 2,junio,5,8F9B76F8-2926-49A5-843B-9FCC7320E216
11906,tamara23@adventure-works.com,11101,2012,Trim. 3,agosto,23,560F8134-3776-42BA-B073-93CA6DA035F5
11907,tamara24@adventure-works.com,11102,2014,Trim. 2,mayo,10,0A3D0623-3DEC-4DEC-9577-A0349B0853F1
11908,elizabeth8@adventure-works.com,11103,2013,Trim. 1,febrero,24,7F19A96A-FE0C-4C81-A5A5-BD1CA3D0C199
